calibr_id,rfm_id,smile,canonical_ikey,name,source,source_id,status,reframedb_url
CBR-050-178-510-0,RFM-013-057-4,COc1ccc([C@@H]2c3occc3C(=O)[C@H]3COC(=O)[C@@H]23)cc1OC,KVJNLOLCYGSWLR,,Jubilant Chemsys,P866-J03237-185,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KVJNLOLCYGSWLR;qid=nan"")"
CBR-050-178-511-1,RFM-013-058-5,O=C([C@@H](O)CO)N1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,HBUJYEUPIIJJOS,,Jubilant Chemsys,P866-J03357-003,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/HBUJYEUPIIJJOS;qid=Q7233326"")"
CBR-050-178-512-2,RFM-013-059-6,C#C[C@@]1(CO)C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1,OSYWBJSVKUFFSU,,Jubilant Chemsys,P866-J03360-021,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OSYWBJSVKUFFSU;qid=Q5445682"")"
CBR-050-178-513-3,RFM-013-060-9,COc1ccc([C@@H]2c3occc3C(=O)[C@@H]3COC(=O)[C@@H]23)cc1OC,KVJNLOLCYGSWLR,,Jubilant Chemsys,P866-J03237-181,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KVJNLOLCYGSWLR;qid=nan"")"
CBR-001-849-818-5,RFM-013-994-6,CO[C@@H]1[C@H](OP(=O)(OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)SCOC(=O)OC(C)C)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O,CJCYTUJOSMYXLE,Inarigivir soproxil; SB-9002-1; GS-9992; SB-9200; 365052MODK,MedChem Express,HY-109035,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/CJCYTUJOSMYXLE;qid=nan"")"
CBR-001-844-048-7,,C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,MGZKYOAQVGSSGC,,Astatech,40788,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/MGZKYOAQVGSSGC;qid=Q29209801"")"
CBR-050-264-263-9,RFM-013-072-3,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,PDGKHKMBHVFCMG,Trilaciclib hydrochloride,MedChem Express,HY-101467A,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/PDGKHKMBHVFCMG;qid=nan"")"
CBR-050-178-672-7,RFM-013-073-4,CSCC[C@H](/N=C(/O)[C@@H]1CCCN1C(=O)C/N=C(/O)[C@H](CCCCN)/N=C(/O)[C@H](Cc1c[nH]cn1)/N=C(/O)[C@@H]1CSSC[C@H](N)/C(O)=N\[C@@H](CCCN=C(N)N)C(=O)N2CCC[C@H]2/C(O)=N\[C@@H](CCCN=C(N)N)/C(O)=N\[C@@H](CC(C)C)/C(O)=N\1)C(=O)N1CCC[C@H]1/C(O)=N\[C@@H](Cc1ccccc1)C(=O)O,RKFGCZWTURNFPN,MM-07,MedChem Express,HY-108003,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/RKFGCZWTURNFPN;qid=nan"")"
CBR-050-178-673-8,RFM-013-074-5,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2,ZZWJKLGCDHYVMB,AZD7594,MedChem Express,HY-111453,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ZZWJKLGCDHYVMB;qid=Q76755370"")"
CBR-050-178-674-9,RFM-013-075-6,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,JSFCZQSJQXFJDS,ARQ-531,MedChem Express,HY-112215,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JSFCZQSJQXFJDS;qid=Q76856074"")"
CBR-050-178-675-0,RFM-013-076-7,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,VOAZJEPQLGBXGO,Ceftobiprole,MedChem Express,HY-112579,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/VOAZJEPQLGBXGO;qid=Q5057301"")"
CBR-050-178-676-1,RFM-013-077-8,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1,OPXIRFWNLBDKQB,AM-211,MedChem Express,HY-13213,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OPXIRFWNLBDKQB;qid=Q27289480"")"
CBR-050-178-677-2,RFM-013-078-9,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CC[Si](C)(C)C,POADTFBBIXOWFJ,Cositecan,MedChem Express,HY-14812,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/POADTFBBIXOWFJ;qid=Q27095699"")"
CBR-050-178-678-3,RFM-013-079-0,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](C/C(O)=N\CCCN1CCN(C)CC1)c1nnc(C)n1-2,PKQXLRYFPSZKDU,TEN-010,MedChem Express,HY-15846,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/PKQXLRYFPSZKDU;qid=Q27896195"")"
CBR-050-178-679-4,RFM-013-080-3,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,XOFYZVNMUHMLCC,Prednisone,MedChem Express,HY-B0214,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XOFYZVNMUHMLCC;qid=Q83006261"")"
CBR-050-178-816-5,RFM-013-081-4,CC1(C)CCC2(CC1)N[C@@H](C(=O)N[C@@H]1CC[C@@H](C(N)=O)OC1)[C@H](c1ccnc(Cl)c1F)[C@]21C(=O)Nc2cc(Cl)ccc21,RYAYYVTWKAOAJF,Milademetan tosylate,MedChem Express,HY-101266,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/RYAYYVTWKAOAJF;qid=Q27896170"")"
CBR-050-178-817-6,RFM-013-082-5,CC1C(C2C(F)C/C(=C(/N)O)C3=NC4=C(CC[C@H](C(C)(C)O)C4)C32)CCCC1N1C(=O)C2CCCC(F)C2N(C)C1=O,PYJFJTXCRKHAHY,BMS-986142,MedChem Express,HY-101856,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/PYJFJTXCRKHAHY;qid=nan"")"
CBR-050-178-818-7,RFM-013-083-6,Cc1cccc(F)c1C(=O)Nc1cnc(-c2cc3c(cc2Cl)OC(F)(F)O3)cn1,QQMKTHUGOQDEIL,CM-4620,MedChem Express,HY-101942,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/QQMKTHUGOQDEIL;qid=nan"")"
CBR-050-178-819-8,RFM-013-084-7,Cn1c(=O)oc2cc(-n3cc(C(=O)O)c(=O)n([C@@H]4CCc5c4cccc5C(F)(F)F)c3=O)ccc21,JDARDSVOVYVQST,BAY-1142524,MedChem Express,HY-109059,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JDARDSVOVYVQST;qid=Q76806297"")"
CBR-050-178-820-1,RFM-013-085-8,Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,VJGFOYBQOIPQFY,Mapracorat,MedChem Express,HY-14864,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/VJGFOYBQOIPQFY;qid=Q6754194"")"
CBR-050-178-821-2,RFM-013-086-9,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,HZLFFNCLTRVYJG,Patidegib,MedChem Express,HY-16587,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/HZLFFNCLTRVYJG;qid=Q15426668"")"
CBR-001-854-135-0,,C#C[C@]1(COP(=O)(O)O)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O,MAIQRKKYFLNZMS,ISL-MP,WuXi,MK-8591-MP,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MAIQRKKYFLNZMS;qid=Q27456377"")"
CBR-001-849-325-9,,C#C[C@]1(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O,BUMPFXRZUYYODO,kCLY978-55069984; kCLY978-55069983; EFdA-triphosphate; MK-8591-triphosphate,Piramal,EFdA-MK-8591 triphospahte_Lot-5,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/BUMPFXRZUYYODO;qid=Q27456382"")"
CBR-001-844-375-9,,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,SJFBTAPEPRWNKH,,WuXi,CBR-HVAC-00685,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/SJFBTAPEPRWNKH;qid=Q27264956"")"
CBR-050-183-755-4,RFM-013-950-4,O/N=c1\cc(-c2cc3sccc3cn2)oc2cc(CCCN3CCOCC3)ccc12,WKOSVARMLJFGQY,Foliglurax (monohydrochloride),MedChem Express,HY-108703A,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/WKOSVARMLJFGQY;qid=nan"")"
CBR-050-183-756-5,RFM-013-951-5,O=C1c2cc3nnn(CCc4cccc(F)c4)c(=O)c3cc2OCN1C1CC1,JHCFQXNWYDLBOG,Tulrampator,MedChem Express,HY-109046,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JHCFQXNWYDLBOG;qid=Q39050057"")"
CBR-050-190-522-2,RFM-013-952-6,CCCCCCCCCCCCCCCCCC(=O)NCCCCOn1c(CCCC)nc2c(N)nc3ccccc3c21,RRTPWQXEERTRRK,Telratolimod,MedChem Express,HY-109104,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/RRTPWQXEERTRRK;qid=nan"")"
CBR-050-301-344-3,,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@H](NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)C(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C(C)(C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,BTSOGEDATSQOAF,,WuXi,QC_00186,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/BTSOGEDATSQOAF;qid=nan"")"
CBR-001-845-113-3,RFM-013-100-0,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)O,DWLTUUXCVGVRAV,Davunetide trifluoroacetate salt,Sigma-Aldrich,SML2063,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/DWLTUUXCVGVRAV;qid=Q27279075"")"
CBR-001-845-238-5,,C#C[C@]1(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)OC(OC(C)=O)C[C@@H]1OC(C)=O,ZOCMTSYPLZUKPX,,Vagdevi,AKG-Vagdevi-Int-10,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ZOCMTSYPLZUKPX;qid=nan"")"
CBR-050-189-297-3,RFM-014-154-8;RFM-013-956-0_old;RFM-013-956-0,CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,RWWYLEGWBNMMLJ,Remdesivir; Remdesivir; 3QKI37EEHE; GS-5734,WuXi,GS-5734,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/RWWYLEGWBNMMLJ;qid=Q28209496"")"
CBR-050-189-755-8,RFM-013-957-1,CC(C)c1cccc(C(C)C)c1NC(=O)NCC1(c2ccc(N(C)C)cc2)CCCC1,PKKNCEXEVUFFFI,Nevanimibe HCl,MedChem Express,HY-100399A,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/PKKNCEXEVUFFFI;qid=Q27291867"")"
CBR-050-189-756-9,RFM-013-958-2,CC1=NN=C/C1=c1/cc2c(s1)=C(O)N=C([C@@H]1CC3CCN1CC3)N2,OKOUIMUHCOQNNB,Simurosertib,MedChem Express,HY-100888,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OKOUIMUHCOQNNB;qid=nan"")"
CBR-050-272-071-0,RFM-013-960-6_old;RFM-013-960-6,CC1=C(COCCC(C)(C)C)C(=O)N(Nc2ccc(C(F)(F)F)c(Cl)n2)C1=O,CMASLSTVVOYJQY,Epertinib,MedChem Express,HY-107367,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/CMASLSTVVOYJQY;qid=nan"")"
CBR-050-189-759-2,RFM-013-961-7,COc1cccc(-c2cc(C)c(=O)n(CCN3CCOCC3)n2)c1,MFRBFANVIMHOEQ,MAT2A inhibitor 2,MedChem Express,HY-112569,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MFRBFANVIMHOEQ;qid=nan"")"
CBR-050-189-760-5,RFM-013-962-8,Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,BUWBRTXGQRBBHG,PF-06700841,MedChem Express,HY-112708,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/BUWBRTXGQRBBHG;qid=Q76854294"")"
CBR-050-189-761-6,RFM-013-963-9,CC(C)N1CCC(N2CCCN(c3cccc(C(=O)Nc4ccncc4)n3)CC2)CC1,XNUNVQKARNSSEO,USL311,MedChem Express,HY-114244,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XNUNVQKARNSSEO;qid=nan"")"
CBR-050-189-762-7,RFM-013-964-0,COc1cc(OC)c(F)c(COc2cnc(Nc3cnn(CCO)c3)nc2)c1F,VDZZYOJYLLNBTD,CYT-1010,MedChem Express,HY-123534,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/VDZZYOJYLLNBTD;qid=nan"")"
CBR-050-189-763-8,RFM-013-965-1,CCCCCCOC(C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C,PVXGCBZIVFCMJK,HPPH,MedChem Express,HY-13722,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/PVXGCBZIVFCMJK;qid=nan"")"
CBR-050-189-764-9,RFM-013-966-2,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,CFVGCGXJRNVTFP,GGTI-2418,MedChem Express,HY-16231,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/CFVGCGXJRNVTFP;qid=nan"")"
CBR-050-189-765-0,RFM-013-967-3,Cc1nc[nH]c1CN1CCN(/C(O)=N\[C@@H](CC(C)C)C(=O)O)[C@@H](Cc2ccccc2)C1=O,COLCNDRDBCLVOC,ASP5878,MedChem Express,HY-19983,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/COLCNDRDBCLVOC;qid=Q27283547"")"
CBR-050-189-766-1,RFM-013-968-4,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM,Dexchlorpheniramine (maleate),MedChem Express,HY-B1062,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/SOYKEARSMXGVTM;qid=Q420133"")"
CBR-050-189-770-7,RFM-013-969-5,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,PLHJCIYEEKOWNM,Tipifarnib,MedKoo Biosciences,202930,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/PLHJCIYEEKOWNM;qid=Q7808830"")"
CBR-050-190-144-6,RFM-013-970-8,CCC(=C/[C@H](C)C/C=C/C(C)=C/[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C/C(=O)O)/C=C/[C@@H]1OC(=O)C=C[C@@H]1C,YACHGFWEQXFSBS,Leptomycin B,MedChem Express,HY-16909,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YACHGFWEQXFSBS;qid=Q6528191"")"
CBR-050-190-529-9,,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,ZAKOWWREFLAJOT,Vitamin E Acetate,Target Molecule Corp.,T1016,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/ZAKOWWREFLAJOT;qid=Q27292783"")"
CBR-050-297-686-5,,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,GVJHHUAWPYXKBD,Vitamin E,ChemSpace,T1648,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/GVJHHUAWPYXKBD;qid=Q158348"")"
CBR-050-190-531-3,,O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,IMQLKJBTEOYOSI,Phytic acid,Target Molecule Corp.,T2971,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/IMQLKJBTEOYOSI;qid=Q104388221"")"
CBR-050-297-768-6,,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,FBPFZTCFMRRESA,D-Mannitol,ChemSpace,T0414,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/FBPFZTCFMRRESA;qid=Q75079467"")"
CBR-050-297-762-0,,OC[C@@H](O)[C@@H](O)CO,UNXHWFMMPAWVPI,Erythritol,ChemSpace,T0583,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/UNXHWFMMPAWVPI;qid=Q81986208"")"
CBR-050-190-557-3,,OC[C@@H](O)[C@H](O)[C@@H](O)CO,HEBKCHPVOIAQTA,Xylitol,Target Molecule Corp.,T0589,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/HEBKCHPVOIAQTA;qid=Q27103054"")"
CBR-050-191-141-7,,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,GZSOSUNBTXMUFQ,Diosmin,Sigma-Aldrich,MFCD00009772,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GZSOSUNBTXMUFQ;qid=Q105024577"")"
CBR-050-300-996-9,,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,QBPFLULOKWLNNW,Antrapurol,ChemSpace,CSSS00016997201,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/QBPFLULOKWLNNW;qid=Q5221244"")"
CBR-050-297-737-9,,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,AUNGANRZJHBGPY,Riboflavin,ChemSpace,T0937,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/AUNGANRZJHBGPY;qid=Q27290548"")"
CBR-050-365-576-3,,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,CXQWRCVTCMQVQX,Taxifolin,Sigma-Aldrich,249451845,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/CXQWRCVTCMQVQX;qid=Q27145521"")"
CBR-050-191-144-0,,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,WMBWREPUVVBILR,(-)-Epigallocatechin Gallate,Sigma-Aldrich,MFCD00075940,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/WMBWREPUVVBILR;qid=Q104200389"")"
CBR-050-190-704-6,,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,YURJSTAIMNSZAE,Ginsenoside Rg1,Target Molecule Corp.,T2777,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YURJSTAIMNSZAE;qid=Q105364450"")"
CBR-050-190-722-8,,COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,TZJALUIVHRYQQB,Icariin,Target Molecule Corp.,T2855,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/TZJALUIVHRYQQB;qid=Q105268203"")"
CBR-050-190-737-5,,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,CKUVNOCSBYYHIS,Ginsenoside Rh2,Target Molecule Corp.,T2959,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/CKUVNOCSBYYHIS;qid=Q72480324"")"
CBR-050-190-740-0,,CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,SEBIKDIMAPSUBY,Crocin,Target Molecule Corp.,T2823,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/SEBIKDIMAPSUBY;qid=Q424767"")"
CBR-050-190-760-4,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,PSGAAPLEWMOORI,Farlutin,Target Molecule Corp.,T1261,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/PSGAAPLEWMOORI;qid=Q27254163"")"
CBR-050-190-764-8,,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,JAYAGJDXJIDEKI,Lanatoside C,Target Molecule Corp.,T1670,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/JAYAGJDXJIDEKI;qid=Q6482953"")"
CBR-050-190-777-3,,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,FURUXTVZLHCCNA,Liquiritigenin,Target Molecule Corp.,T3325,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/FURUXTVZLHCCNA;qid=Q6557526"")"
CBR-050-190-788-6,,CC1(C)C=Cc2c(ccc3c2OC[C@@H](c2ccc(O)cc2O)C3)O1,LBQIJVLKGVZRIW,Glabridin,Target Molecule Corp.,T3403,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/LBQIJVLKGVZRIW;qid=Q2386110"")"
CBR-050-191-187-1,,OCCc1ccc(O)c(O)c1,JUUBCHWRXWPFFH,"3,4-Dihydroxyphenylethanol",Sigma-Aldrich,MFCD01320529,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JUUBCHWRXWPFFH;qid=Q744577"")"
CBR-050-190-864-1,,CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,DSCFFEYYQKSRSV,D-Pinitol,Target Molecule Corp.,T3823,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/DSCFFEYYQKSRSV;qid=Q104987777"")"
CBR-050-190-886-7,,Oc1ccc(OC2CCCCO2)cc1,GFBCWCDNXDKFRH,Deoxyarbutin,Target Molecule Corp.,T6463,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GFBCWCDNXDKFRH;qid=Q27288101"")"
CBR-050-190-921-3,RFM-013-959-3;RFM-013-971-9,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@]1(Cc1ccccc1)C(=O)N[C@H](C(N)=O)[C@@H](C)O,DVBUEXCIEIAXPM,Apimostinel,MedChem Express,HY-102053,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/DVBUEXCIEIAXPM;qid=Q27290341"")"
CBR-050-190-922-4,RFM-013-972-0,Cn1cc(-c2ccc(S(=O)(=O)[C@@H]3C[C@@H](C(=O)NC4(C#N)CC4)N(C(=O)C4(C(F)(F)F)CC4)C3)c(C(F)(F)F)c2)cn1,KXAAIORSMACJSI,Petesicatib,MedChem Express,HY-109069,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KXAAIORSMACJSI;qid=Q76754391"")"
